SUPPLIER-F;RUT-F;CONTRACT;INVOICE-F;DOCUMENT TYPE;RELATION;CLAUSE;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9653;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9654;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9655;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9771;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9772;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9773;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9774;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9875;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9876;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9877;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9878;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9978;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9979;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9980;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;9981;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10082;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10083;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10084;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10085;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10196;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10197;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10198;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10199;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10307;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10308;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10309;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10310;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10415;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10416;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10417;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10418;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10534;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10535;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10536;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10537;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10635;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10637;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10642;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10661;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10751;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10752;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10753;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10754;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10854;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10855;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10856;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10857;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10989;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10990;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10991;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;10992;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;11128;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;11129;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;11130;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;11131;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;11236;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;11237;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;11238;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;11239;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;11357;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;11358;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;11359;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;11360;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;11395;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;11481;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;11482;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;11483;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;11484;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;11612;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;11613;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;11614;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;11615;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;11740;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;11741;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;11742;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;11743;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;11776;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;11777;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;11778;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;11880;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;11881;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;11882;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;11883;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;11884;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;11885;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;12017;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;12018;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;12019;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;12020;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;12021;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;12022;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;12152;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;12153;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;12154;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;12155;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;12156;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;12157;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;12303;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;12304;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;12305;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;12306;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;12307;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;12308;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;12443;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;12444;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;12445;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;12446;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;12447;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;12448;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;12572;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;12573;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;12574;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;12575;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;12576;;;;;
INTERNEXA CHILE S.A.;76073154;VAR-ITXA-2021-001;12577;;;;;
SERVICIO REGISTRO CIVIL;61002000;BOF-RNVM-2023-001;33098;;;;;
SERVICIO REGISTRO CIVIL;61002000;BOF-RNVM-2023-001;33176;;;;;
SERVICIO REGISTRO CIVIL;61002000;BOF-RNVM-2023-001;33256;;;;;
SERVICIO REGISTRO CIVIL;61002000;BOF-RNVM-2023-001;33335;;;;;
SERVICIO REGISTRO CIVIL;61002000;BOF-RNVM-2023-001;33419;;;;;
SERVICIO REGISTRO CIVIL;61002000;BOF-RNVM-2023-001;33501;;;;;
SERVICIO REGISTRO CIVIL;61002000;BOF-RNVM-2023-001;33589;;;;;
SERVICIO REGISTRO CIVIL;61002000;BOF-RNVM-2023-001;33677;;;;;
SERVICIO REGISTRO CIVIL;61002000;BOF-RNVM-2023-001;33782;;;;;
SERVICIO REGISTRO CIVIL;61002000;BOF-RNVM-2023-001;33873;;;;;
SERVICIO REGISTRO CIVIL;61002000;BOF-RNVM-2023-001;33963;;;;;
SERVICIO REGISTRO CIVIL;61002000;BOF-RNVM-2023-001;34046;;;;;
SERVICIO REGISTRO CIVIL;61002000;BOF-RNVM-2023-001;34130;;;;;
SERVICIO REGISTRO CIVIL;61002000;BOF-RNVM-2023-001;34217;;;;;
SERVICIO REGISTRO CIVIL;61002000;BOF-RNVM-2023-001;34422;;;;;
SERVICIO REGISTRO CIVIL;61002000;BOF-RNVM-2023-001;34525;;;;;
SERVICIO REGISTRO CIVIL;61002000;BOF-RNVM-2023-001;34614;;;;;
SERVICIO REGISTRO CIVIL;61002000;BOF-RNVM-2023-001;34670;;;;;
SERVICIO REGISTRO CIVIL;61002000;BOF-RNVM-2023-001;34673;;;;;
SERVICIO REGISTRO CIVIL;61002000;BOF-RNVM-2023-001;34707;;;;;
SERVICIO REGISTRO CIVIL;61002000;BOF-RNVM-2023-001;34799;;;;;
SERVICIO REGISTRO CIVIL;61002000;BOF-RNVM-2023-001;34899;;;;;
SERVICIO REGISTRO CIVIL;61002000;BOF-RNVM-2023-001;34999;;;;;
SERVICIO REGISTRO CIVIL;61002000;BOF-RNVM-2023-001;35089;;;;;
SERVICIOS EQUIFAX CHILE LIMITADA;85896100;BOF-EQUI-2024-001;3738238;;;;;
SERVICIOS EQUIFAX CHILE LIMITADA;85896100;BOF-EQUI-2024-001;3769741;;;;;
SERVICIOS EQUIFAX CHILE LIMITADA;85896100;BOF-EQUI-2024-001;3792555;;;;;
SERVICIOS EQUIFAX CHILE LIMITADA;85896100;BOF-EQUI-2024-001;3814388;;;;;
SOCIEDAD DE RECAUDACION Y PAGOS DE SERVICIOS LTDA.;78053790;BOF-SERV-2024-001;106251;;;;;
SOCIEDAD DE RECAUDACION Y PAGOS DE SERVICIOS LTDA.;78053790;BOF-SERV-2024-001;106903;;;;;
SOCIEDAD DE RECAUDACION Y PAGOS DE SERVICIOS LTDA.;78053790;BOF-SERV-2024-001;107582;;;;;
SOCIEDAD DE RECAUDACION Y PAGOS DE SERVICIOS LTDA.;78053790;BOF-SERV-2024-001;108235;;;;;
SOCIEDAD DE RECAUDACION Y PAGOS DE SERVICIOS LTDA.;78053790;BOF-SERV-2024-001;108869;;;;;
SOCIEDAD DE RECAUDACION Y PAGOS DE SERVICIOS LTDA.;78053790;BOF-SERV-2024-001;109522;;;;;
SOCIEDAD DE RECAUDACION Y PAGOS DE SERVICIOS LTDA.;78053790;BOF-SERV-2024-001;110142;;;;;
SOCIEDAD DE RECAUDACION Y PAGOS DE SERVICIOS LTDA.;78053790;BOF-SERV-2024-001;110805;;;;;
SOCIEDAD DE RECAUDACION Y PAGOS DE SERVICIOS LTDA.;78053790;BOF-SERV-2024-001;111430;;;;;
SOCIEDAD DE RECAUDACION Y PAGOS DE SERVICIOS LTDA.;78053790;BOF-SERV-2024-001;112711;;;;;
SOCIEDAD DE RECAUDACION Y PAGOS DE SERVICIOS LTDA.;78053790;BOF-SERV-2024-001;112866;;;;;
SOCIEDAD DE RECAUDACION Y PAGOS DE SERVICIOS LTDA.;78053790;BOF-SERV-2024-001;113361;;;;;
SOCIEDAD DE RECAUDACION Y PAGOS DE SERVICIOS LTDA.;78053790;BOF-SERV-2024-001;114014;;;;;
SOCIEDAD DE RECAUDACION Y PAGOS DE SERVICIOS LTDA.;78053790;BOF-SERV-2024-001;114705;;;;;
SOCIEDAD DE RECAUDACION Y PAGOS DE SERVICIOS LTDA.;78053790;BOF-SERV-2024-001;115380;;;;;
SOCIEDAD DE RECAUDACION Y PAGOS DE SERVICIOS LTDA.;78053790;BOF-SERV-2024-001;116005;;;;;
SOCIEDAD DE RECAUDACION Y PAGOS DE SERVICIOS LTDA.;78053790;BOF-SERV-2024-001;116131;;;;;
SOCIEDAD DE RECAUDACION Y PAGOS DE SERVICIOS LTDA.;78053790;BOF-SERV-2024-001;116629;;;;;
SOCIEDAD DE RECAUDACION Y PAGOS DE SERVICIOS LTDA.;78053790;BOF-SERV-2024-001;117252;;;;;
SOCIEDAD DE RECAUDACION Y PAGOS DE SERVICIOS LTDA.;78053790;BOF-SERV-2024-001;117922;;;;;
SOCIEDAD DE RECAUDACION Y PAGOS DE SERVICIOS LTDA.;78053790;BOF-SERV-2024-001;118564;;;;;
SOCIEDAD DE RECAUDACION Y PAGOS DE SERVICIOS LTDA.;78053790;BOF-SERV-2024-001;119190;;;;;
SONDA S.A.;83628100;OPE-SOND-2022-001;339874;;;;;
SONDA S.A.;83628100;OPE-SOND-2022-001;343367;;;;;
SONDA S.A.;83628100;OPE-SOND-2022-001;359015;;;;;
SONDA S.A.;83628100;OPE-SOND-2022-001;359016;;;;;
SONDA S.A.;83628100;OPE-SOND-2022-001;359017;;;;;
SONDA S.A.;83628100;OPE-SOND-2022-001;359018;;;;;
SONDA S.A.;83628100;OPE-SOND-2022-001;359019;;;;;
SONDA S.A.;83628100;OPE-SOND-2022-001;359020;;;;;
SONDA S.A.;83628100;OPE-SOND-2022-001;359021;;;;;
SONDA S.A.;83628100;OPE-SOND-2022-001;365121;;;;;
SONDA S.A.;83628100;OPE-SOND-2022-001;365122;;;;;
SONDA S.A.;83628100;OPE-SOND-2022-001;365123;;;;;
UNIRED S.A.;76063653;BOF-UNIR-2024-002;31568;;;;;
UNIRED S.A.;76063653;BOF-UNIR-2024-002;31833;;;;;
UNIRED S.A.;76063653;BOF-UNIR-2024-002;31834;;;;;
UNIRED S.A.;76063653;BOF-UNIR-2024-002;31985;;;;;
UNIRED S.A.;76063653;BOF-UNIR-2024-002;31987;;;;;
UNIRED S.A.;76063653;BOF-UNIR-2024-002;33354;;;;;
UNIRED S.A.;76063653;BOF-UNIR-2024-002;33355;;;;;
UNIRED S.A.;76063653;BOF-UNIR-2024-002;33356;;;;;
UNIRED S.A.;76063653;BOF-UNIR-2024-002;33357;;;;;
UNIRED S.A.;76063653;BOF-UNIR-2024-002;33358;;;;;
UNIRED S.A.;76063653;BOF-UNIR-2024-002;33359;;;;;
UNIRED S.A.;76063653;BOF-UNIR-2024-002;33360;;;;;
UNIRED S.A.;76063653;BOF-UNIR-2024-002;33970;;;;;
UNIRED S.A.;76063653;BOF-UNIR-2024-002;33971;;;;;
UNIRED S.A.;76063653;BOF-UNIR-2024-002;33972;;;;;
UNIRED S.A.;76063653;BOF-UNIR-2024-002;33973;;;;;
UNIRED S.A.;76063653;BOF-UNIR-2024-002;33974;;;;;
UNIRED S.A.;76063653;BOF-UNIR-2024-002;34429;;;;;
UNIRED S.A.;76063653;BOF-UNIR-2024-002;34430;;;;;
UNIRED S.A.;76063653;BOF-UNIR-2024-002;34431;;;;;
UNIRED S.A.;76063653;BOF-UNIR-2024-002;34522;;;;;
UNIRED S.A.;76063653;BOF-UNIR-2022-001;34592;;;;;
UNIRED S.A.;76063653;BOF-UNIR-2024-002;34594;;;;;
UNIRED S.A.;76063653;BOF-UNIR-2022-001;34832;;;;;
UNIRED S.A.;76063653;BOF-UNIR-2024-002;333356;;;;;
UNIRED S.A.;76063653;BOF-UNIR-2024-002;34856;;;;;
UNIRED S.A.;76063653;BOF-UNIR-2022-001;34970;;;;;
UNIRED S.A.;76063653;BOF-UNIR-2022-001;35167;;;;;
UNIRED S.A.;76063653;BOF-UNIR-2024-002;35177;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;21555728;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;21555731;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;21566008;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;21582150;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;21675699;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;21709693;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;21709694;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;21709695;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;21798089;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;21830360;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;21830361;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;21830362;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;21945426;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;21945427;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;21945428;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;22068204;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;22068205;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;22068206;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;22186811;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;22186812;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;22303972;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;22303973;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;22501607;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;22501608;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;22606647;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;22606648;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;22727833;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;22727834;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;22844103;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;22844104;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;22929234;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;22929241;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;22968935;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;22968936;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;23054434;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;23068163;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;23084130;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;23084131;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;25351512;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;25351517;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;25677286;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;25813520;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;25956188;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;26066142;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;26215990;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;26350140;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;26472606;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;26632420;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;26743357;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;26885809;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;26934649;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;26956424;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;27025257;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;27333857;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;27385184;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;27157345;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;27189738;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;27234869;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;27234876;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;27234881;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;27234887;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;27234893;;;;;
BANCO DE CREDITO E INVERSIONES;97006000;ADM-BCII-2021-001;27234899;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;892;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;1068;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;1091;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;1182;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;1254;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;1255;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;1288;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;1319;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;1343;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;1387;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;1458;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;1512;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;1570;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;1657;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;1689;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;211;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;212;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;267;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;317;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;383;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;463;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;534;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;568;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;634;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;691;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;759;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;823;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;930;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;987;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;1455;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;1093;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;1193;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;1289;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;1371;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;1436;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;1602;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;1681;;;;;
FEBOS AMI SPA;76936898;ADM-FEBO-2021-001;1770;;;;;
MANAGER SOFTWARE S.A.;79936340;ADM-MANA-2022-001;196825;;;;;
MANAGER SOFTWARE S.A.;79936340;ADM-MANA-2022-001;199512;;;;;
MANAGER SOFTWARE S.A.;79936340;ADM-MANA-2022-001;200067;;;;;
MANAGER SOFTWARE S.A.;79936340;ADM-MANA-2022-001;201739;;;;;
MANAGER SOFTWARE S.A.;79936340;ADM-MANA-2022-001;203352;;;;;
MANAGER SOFTWARE S.A.;79936340;ADM-MANA-2022-001;206342;;;;;
MANAGER SOFTWARE S.A.;79936340;ADM-MANA-2022-001;207797;;;;;
MANAGER SOFTWARE S.A.;79936340;ADM-MANA-2022-001;210828;;;;;
MANAGER SOFTWARE S.A.;79936340;ADM-MANA-2022-001;214619;;;;;
MANAGER SOFTWARE S.A.;79936340;ADM-MANA-2022-001;215605;;;;;
MANAGER SOFTWARE S.A.;79936340;ADM-MANA-2022-001;217039;;;;;
MANAGER SOFTWARE S.A.;79936340;ADM-MANA-2022-001;218708;;;;;
MANAGER SOFTWARE S.A.;79936340;ADM-MANA-2022-001;220260;;;;;
MANAGER SOFTWARE S.A.;79936340;ADM-MANA-2022-001;222297;;;;;
MANAGER SOFTWARE S.A.;79936340;ADM-MANA-2022-001;223871;;;;;
